nbm_code,nbm_name
2836.70.0100,CARBONATO NEUTRO DE CHUMBO
2836.70.0200,CARBONATO BASICO DE CHUMBO
2836.91.0000,CARBONATO DE LITIO
2836.92.0000,CARBONATO DE ESTRONCIO
2836.93.0000,CARBONATO DE BISMUTO
2836.99.0100,CARBONATO DE FERRO
2836.99.0200,CARBONATO DE MAGNESIO
2836.99.0300,CARBONATO DE MANGANES
2836.99.0400,CARBONATO DE NIQUEL
2836.99.0500,CARBONATO DE ZIRCONIO
2836.99.0600,OUTS.CARBONATOS
2836.99.0700,PEROXACARBONATOS (PERCARBONATOS)
2837.11.0000,CIANETO DE SODIO E OXICIANETO DE SODIO
2837.19.0101,CIANETO CUPROSO
2837.19.0199,"QQ.OUT.CIANETO E OXIANETO,DE COBRE"
2837.19.0200,CIANETO DE POTASSIO
2837.19.0300,CIANETO DE ZINCO
2837.19.9900,OUTS.CIANETOS E OXICIANETOS
2837.20.0100,FERROCIANETO DE AMONIO
2837.20.0200,FERROCIANETO DE POTASSIO
2837.20.0300,FERROCIANETO DE SODIO
2837.20.0400,FERRICIANETO DE POTASSIO
2837.20.9900,OUTS.CIANETOS COMPLEXOS
2838.00.0100,CIANATO DE SODIO
2838.00.0200,TIOCIANATO DE AMONIO
2838.00.0300,TIOCIANATO DE COBRE
2838.00.0400,TIOCIANATO DE SODIO
2838.00.0500,FULMINATO DE MERCURIO
2838.00.9900,"OUTS.FULMINATOS,CIANATOS E TIOCIANATOS"
2839.11.0000,METASSILICATO DE SODIO
2839.19.0000,"SILICATO DE SODIO,EXC.METASSILICATO"
2839.20.0000,SILICATO DE POTASSIO
2839.90.0100,SILICATO DE ALUMINIO
2839.90.0201,MONOSSILICATO DE CHUMBO
2839.90.0299,"QQ.OUT.SILICATO DE CHUMBO,EXC.MONOSSILICATO"
2839.90.0301,TRISSILICATO DE MAGNESIO
2839.90.0399,"QQ.OUT.SILICATO DE MAGNESIO,EXC.TRISSILICATO"
2839.90.0400,SILICATO DE ZIRCONIO
2839.90.0500,SILICATO DE METAIS ALCALINOS COMERCIAIS
2839.90.0600,SILICATO DE BARIO
2839.90.0700,SILICATO DE CADMIO
2839.90.0800,SILICATO DE CESIO
2839.90.0900,SILICATO DE ESTRONCIO
2839.90.1000,SILICATO DE MANGANES
2839.90.1100,SILICATO DE ZINCO
2839.90.9900,OUTS.SILICATOS
2840.11.0000,"TETRABORATO DISSODICO,ANIDRO (BORAX REFINADO)"
2840.19.0000,"TETRABORATO DISSODICO,EXC.ANIDRO (BORAX REFINADO)"
2840.20.0100,BORATO DE SODIO
2840.20.0200,BORATO DE ZINCO
2840.20.9900,BORATO EXCETO DE SODIO OU ZINCO
2840.30.0100,PERBORATO DE SODIO
2840.30.9900,"PEROXOBORATOS (PERBORATOS),EXC.DE SODIO"
2841.10.0100,ALUMINATO DE SODIO
2841.10.9900,ALUMINATO EXCETO DE SODIO
2841.20.0101,CROMATO BASICO DE CHUMBO
2841.20.0102,CROMATO NEUTRO DE CHUMBO
2841.20.0200,CROMATO DE ZINCO
2841.30.0000,DICROMATO DE SODIO
2841.40.0000,DICROMATO DE POTASSIO
2841.50.0101,DICROMATO DE AMONIO
2841.50.0199,QQ.OUT.CROMATO DE AMONIO E PEROXOCROMATO DE AMONIO
2841.50.0200,CROMATO DE ESTRONCIO
2841.50.0300,CROMATO DE BARIO
2841.50.0400,CROMATO DE CALCIO
2841.50.0500,CROMATO DE COBALTO
2841.50.0600,CROMATO DE FERRO
2841.50.0700,CROMATO DE MANGANES
2841.50.9900,"OUTS.CROMATOS E DICROMATOS,PEROXOCROMATOS"
2841.60.0100,PERMANGANATO DE POTASSIO
2841.60.9900,"MANGANITOS/MANGANATOS/OUTS.PERMANGANATOS,EXC.POTASSIO"
2841.70.0100,MOLIBDATO DE AMONIO
2841.70.0200,MOLIBDATO DE SODIO
2841.70.0300,MOLIBDATO DE CALCIO
2841.70.9900,"MOLIBDATO EXC.DE AMONIO,CALCIO OU SODIO"
2841.80.0100,TUNGSTATO (VOLFRAMATO) DE CALCIO
2841.80.0200,TUNGSTATO (VOLFRAMATO) DE AMONIO
2841.80.9900,TUNGSTATO (VOLFRAMATO) EXC.DE AMONIO/CALCIO
2841.90.0101,ESTANATO DE ALUMINIO
2841.90.0102,ESTANATO DE COBRE
2841.90.0199,"QQ.OUT.ESTANATO,EXC.DE ALUMINIO OU COBRE"
2841.90.0200,FERRATOS E FERRITOS
2841.90.0301,TITANATO DE BARIO
2841.90.0302,TITANATO DE CHUMBO
2841.90.0399,QQ.OUT.TITANATO
2841.90.0401,VANADATO DE AMONIO
2841.90.0402,VANADATO DE BISMUTO
2841.90.0403,VANADATO DE SODIO
2841.90.0499,QQ.OUT.VANADATO EXC.DE AMONIO/BISMUTO/SODIO
2841.90.0500,PLUMBATOS E ZINCATOS
2841.90.0601,ANTIMONIATO DE POTASSIO (SAIS DE ACIDO OXOMETALICO)
2841.90.0699,QQ.OUT.ANTIMONIATO (SAIS DE ACIDO OXOMETALICO)
2841.90.9900,OUTS.SAIS DE ACIDO OXOMETALICO/PEROXOMETAL
2842.10.0000,SILICATO DUPLO OU COMPLEXO
2842.90.0101,SELENITO DE SODIO
2842.90.0199,QQ.OUT.SELENITO
2842.90.0201,"CLORETO DUPLO/COMPLEXO,DE AMONIO E ZINCO"
2842.90.0299,"QQ.OUT.CLORETO DUPLO/COMPLEXO,EXC.DE AMONIO/ZINCO"
2842.90.0301,"IODETO DUPLO/COMPLEXO,DE POTASSIO E ZINCO"
2842.90.0399,"QQ.OUT.IODETO DUPLO/COMPLEXO,EXC.DE POTASSIO/ZINCO"
2842.90.9900,"OUTS.SAIS DE ACIDO/PEROXOACIDO INORGANICO,EXC.AZIDAS"
2843.10.0100,PRATA COLOIDAL
2843.10.9900,"METAL PRECIOSO,ESTADO COLOIDAL,EXC.A PRATA"
2843.21.0000,NITRATO DE PRATA
2843.29.0100,VITELINATO DE PRATA
2843.29.0200,CIANETO DE PRATA
2843.29.9900,OUTS.COMPOSTOS DE PRATA
2843.30.0100,CIANETO DE OURO
2843.30.0200,AUROCIANETO DE POTASSIO
2843.30.0300,AURANOFINA
2843.30.9900,OUTS.COMPOSTOS DE OURO
2843.90.0100,AMALGAMAS DE METAIS PRECIOSOS
2843.90.0201,OXIDO DE PLATINA
2843.90.0299,QQ.OUT.COMPOSTO DE PLATINA
2843.90.0300,COMPOSTOS DE IRIDIO
2843.90.0400,COMPOSTOS DE PALADIO
2843.90.0500,COMPOSTOS DE RODIO
2843.90.0601,CLORETO DE RUTENIO
2843.90.0699,QQ.OUT.COMPOSTO DE RUTENIO
2843.90.9900,OUTS.COMPOSTOS DE METAIS PRECIOSOS
2844.10.0100,LIGAS DE FERRO-URANIO
2844.10.9900,URANIO NATURAL/COMPOSTOS/ETC.EXC.LIGA DE FERRO-URANIO
2844.20.0000,URANIO ENRIQUECIDO EM U235/PLUTONIO/ETC.E COMPOSTOS
2844.30.0100,TORIO
2844.30.0201,URANIO EMPOBRECIDO EM U235 EM BRUTO/DESPERDS/SUCATAS
2844.30.0299,QQ.OUT.URANIO EMPOBRECIDO EM U235
2844.30.0300,LIGAS/DISPERSOES/PRODUTOS CERAMICOS/MISTURAS
2844.30.9900,OUTS.COMPOSTOS DE URANIO EMPOBRECIDO EM U235 OU TORIO
2844.40.0100,PIGMENTO LUMINOFORO
2844.40.0200,MOLIBDENIO 99
2844.40.0300,COBALTO 60
2844.40.0400,CARBONO 14
2844.40.9900,OUTS.ELEMENTOS/ISOTOPOS/COMPOSTOS RADIOATIVOS/ETC.
2844.50.0000,"ELEMENTOS COMBUSTIVEIS,USADOS,P/REATOR NUCLEAR"
2845.10.0000,AGUA PESADA (OXIDO DE DEUTERIO)
2845.90.0000,OUTS.ISOTOPOS/SEUS COMPOSTOS INORGANICOS/ORGANICOS
2846.10.0100,CLORETO DE CERIO
2846.10.0200,OXIDO DE CERIO
2846.10.0300,FLUORETO DE CERIO
2846.10.0400,HIDROXIDO DE CERIO
2846.10.9900,OUTS.COMPOSTOS DE CERIO
2846.90.0101,OXIDO DE PRASEODIMIO (TERRAS RARAS)
2846.90.0102,CLORETO DE TERRAS RARAS
2846.90.0199,QQ.OUT.COMPOSTO DE TERRAS RARAS
2846.90.9900,OUTS.COMPOSTOS INORGAN/ORGAN.DE ITRIO/ESCANDIO/MISTURAS
2847.00.0000,PEROXIDO DE HIDROGENIO (AGUA OXIGENADA)
2848.10.0000,"FOSFETO DE COBRE,CONTENDO>15% DE FOSFORO"
2848.90.0100,FOSFETO DE ALUMINIO
2848.90.9900,FOSFETO DE OUTS.METAIS/ELEMENTOS N/METALICOS
2849.10.0000,CARBONETO DE CALCIO
2849.20.0000,CARBONETO DE SILICIO
2849.90.0100,CARBONETO DE ALUMINIO
2849.90.0200,CARBONETO DE BARIO
2849.90.0300,CARBONETO DE BORO
2849.90.0400,CARBONETO DE ZIRCONIO
2849.90.0500,BOROCARBONETO DE ALUMINIO
2849.90.9900,OUTS.CARBONETOS DE CONSTITUICAO QUIMICA DEFINIDA OU NAO
2850.00.0101,BOROIDRETO DE SODIO
2850.00.0199,"QQ.OUT.HIDRETO,EXC.DE SODIO"
2850.00.0201,NITRETO DE BORO
2850.00.0299,"QQ.OUT.NITRETO,EXC.DE BORO"
2850.00.0301,NITRETO SALINO (AZIDA) DE SODIO
2850.00.0302,NITRETO SALINO (AZIDA) DE CHUMBO
2850.00.0399,QQ.OUT.NITRETO SALINO (AZIDA) EXC.DE CHUMBO/SODIO
2850.00.0401,SILICIETO DE CALCIO
2850.00.0402,SILICIETO DUPLO DE CALCIO E BARIO
2850.00.0499,QQ.OUT.SILICIETO
2850.00.0500,BORETOS
2851.00.0100,"AGUA DESTILADA,DE CONDUTIBILIDADE/IGUAL PUREZA"
2851.00.0200,CIANAMIDA E SEUS DERIVADOS METALICOS
2851.00.0300,AMIDETOS ALCALINOS
2851.00.0400,AR COMPRIMIDO
2851.00.0500,AR LIQUIDO
2851.00.0600,SULFOCLORETO DE FOSFORO
2851.00.0700,CLOROSSULFETO DE CARBONO (TIOFOSGENIO)
2851.00.0800,BROMETO DE CIANOGENIO
2851.00.0900,CLORETO DE CIANOGENIO
2851.00.1000,IODETO DE CIANOGENIO
2851.00.9900,"OUTS.COMPOSTOS INORGAN/AMALGAMAS,EXC.DE METAL PRECIOSO"
2901.10.0100,ETANO
2901.10.9900,"HIDROCARBONETO ACICLICO,SATURADO,EXC.ETANO"
2901.21.0000,ETILENO
2901.22.0000,PROPENO (PROPILENO)
2901.23.0000,BUTENO (BUTILENO) E SEUS ISOMEROS
2901.24.0100,"BUTA-1,3-DIENO"
2901.24.0200,ISOPRENO
2901.29.0100,ACETILENO
2901.29.0200,ALENO
2901.29.0300,ALILENO (METILACETILENO)
2901.29.0400,AMILENO (PENTENO)
2901.29.0500,BUTINO
2901.29.0600,METILVINILACETILENO
2901.29.0700,VINILACETILENO
2901.29.9900,"OUTS.HIDROCARBONETOS ACICLICOS,NAO SATURADOS"
2902.11.0000,CICLOEXANO
2902.19.0100,LIMONENO
2902.19.0200,CICLOBUTENO
2902.19.0300,CICLOEXENO
2902.19.0400,CICLOPENTANO
2902.19.0500,CICLOPENTENO
2902.19.0600,CICLOPROPANO
2902.19.0700,DECAIDRONAFTALENO
2902.19.0800,ETILCICLOEXANO
2902.19.0900,METILCICLOEXANO
2902.19.1000,CANFENO
2902.19.1100,DIPENTENO
2902.19.1200,PINENO
2902.19.1300,CICLOBUTANO
2902.19.1400,5-ETILIDENO-2-NORBONENO
2902.19.9900,OUTS.HIDROCARBONETOS CICLANICOS/CICLENICOS/CICLOTERPEN.
2902.20.0000,BENZENO
2902.30.0000,TOLUENO
2902.41.0000,O-XILENO
2902.42.0000,M-XILENO
2902.43.0000,P-XILENO
2902.44.0000,MISTURA DE ISOMEROS DO XILENO
2902.50.0000,ESTIRENO
2902.60.0000,ETILBENZENO
2902.70.0000,CUMENO
2902.90.0100,FENILBENZENO (DIFENILO)
2902.90.0200,ESTILBENO
2902.90.0300,FENANTRENO
2902.90.0400,TOLANO
2902.90.0500,FLUORENO
2902.90.0600,INDENO
2902.90.0700,MESITILENO
2902.90.0800,NAFTALENO (HIDROCARBONETO CICLICO)
2902.90.0900,PARACIMENO
2902.90.1000,TETRAIDRONAFTALENO
2902.90.1100,TRIFENILMETANO
2902.90.1200,ACENAFTENO (HIDROCARBONETO CICLICO)
2902.90.1300,ANTRACENO (HIDROCARBONETO CICLICO)
2902.90.1400,PIRENO
2902.90.1500,ALILBENZENO (3-FENIL-1-PROPENO)
2902.90.1600,TRANS-BETA-METILESTIRENO
2902.90.9900,OUTS.HIDROCARBONETOS CICLICOS
2903.11.0100,CLOROMETANO (CLORETO DE METILA)
2903.11.0200,CLOROETANO (CLORETO DE ETILA)
2903.12.0000,DICLOROMETANO (CLORETO DE METILENO)
2903.13.0000,CLOROFORMIO (TRICLOROMETANO)
2903.14.0000,TETRACLORETO DE CARBONO
2903.15.0000,"1,2-DICLOROETANO (CLORETO DE ETILENO)"
2903.16.0000,"1,2-DICLOROPROPANO (CLORETO PROPILENO) E DICLOROBUTANOS"
2903.19.0101,"1,1,1-TRICLOROETANO"
2903.19.0102,"1,1,2-TRICLOROETANO"
2903.19.0200,TETRACLOROETANO
2903.19.0300,PENTACLOROETANO
2903.19.0400,HEXACLOROETANO
2903.19.9900,"OUTS.DERIVS.CLORADOS DOS HIDROCARB.ACICLICOS,SATURADOS"
2903.21.0000,CLORETO DE VINILA (CLOROETILENO)
2903.22.0000,TRICLOROETILENO
2903.23.0000,TETRACLOROETILENO (PERCLOROETILENO)
2903.29.0100,CLORETO DE ALILA
2903.29.9900,"OUTS.DERIVS.CLORADOS DOS HIDROCARB.ACICLICOS,N/SATURADS"
2903.30.0101,FLUORMETANO (FLUORETO DE METILA)
2903.30.0102,TETRAFLUORETILENO
2903.30.0199,QQ.OUT.DERIVADO FLUORADO DOS HIDROCARBONETOS ACICLICOS
2903.30.0201,MONOBROMOMETANO
2903.30.0202,DIBROMOMETANO
2903.30.0203,TRIBROMETANO (BROMOFORMIO)
2903.30.0204,MONOBROMOETANO
2903.30.0205,"1,1-DIBROMOETANO"
2903.30.0206,1-BROMOPROPANO
2903.30.0207,BROMOBUTANOS
2903.30.0208,3-BROMOPROPENO (BROMETO DE ALILA)
2903.30.0209,"1,2-DIBROMOETANO"
2903.30.0299,QQ.OUT.DERIVADO BROMADO DOS HIDROCARBONETOS ACICLICOS
2903.30.0301,MONOIODOMETANO
2903.30.0302,DIIODOMETANO
2903.30.0303,TRIIODOMETANO (IODOFORMIO)
2903.30.0304,IODOETANO (IODETO DE ETILA)
2903.30.0305,3-IODO-1-PROPENO (IODETO DE ALILA)
2903.30.0399,QQ.OUT.DERIVADO IODADO DOS HIDROCARBONETOS ACICLICOS
2903.40.0101,DICLORODIFLUORMETANO
2903.40.0102,TRICLOROFLUORMETANO
2903.40.0103,CLOROTRIFLUORMETANO
2903.40.0199,QQ.OUT.CLOROFLUORMETANO
2903.40.0201,DICLOROTETRAFLUORETANOS
2903.40.0202,TRICLOROTRIFLUORETANOS
2903.40.0203,CLOROPENTAFLUORETANO
2903.40.0204,PENTACLOROFLUORETANO
2903.40.0205,TETRACLORODIFLUORETANO
2903.40.0299,QQ.OUT.CLOROFLUORETANO
2903.40.0301,"2-BROMO-2-CLORO-1,1,1-TRIFLUORETANO (HALOTANO)"
2903.40.0399,QQ.OUT.BROMOCLOROFLUORETANO
2903.40.0400,CLOROFLUORETILENOS
2903.40.0501,"1,2-DIBROMO-3-CLOROPROPANO"
2903.40.0599,QQ.OUT.BROMOCLOROPROPANO
2903.40.0601,BROMOTRIFLUORMETANO
2903.40.0699,"QQ.OUT.FLUORBROMOMETANO,EXC.BROMOTRIFLUORMETANO"
2903.40.0700,DERIV.HALOGENADO DOS HIDROCARB.ACICLICOS C/FLUOR/CLORO
2903.40.0801,DIBROMOTETRAFLUORETANO
2903.40.0899,"QQ.OUT.FLUORBROMOETANO,EXC.DIBROMOTETRAFLUORETANO"
2903.40.0901,BROMOCLORODIFLUORMETANO
2903.40.0999,QQ.OUT.BROMOCLOROFLUORMETANO
2903.40.1001,HEPTACLOROFLUORPROPANOS
2903.40.1002,HEXACLORODIFLUORPROPANOS
2903.40.1003,PENTACLOROTRIFLUORPROPANOS
2903.40.1004,TETRACLOROTETRAFLUORPROPANOS
2903.40.1005,TRICLOROPENTAFLUORPROPANOS
2903.40.1006,DICLOROHEXAFLUORPROPANOS
2903.40.1007,CLOROHEPTAFLUORPROPANOS
2903.40.1099,QQ.OUT.CLOROFLUORPROPANO
2903.40.1101,OUTS.DERIVADOS PERALOGENADOS C/FLUOR E CLORO
2903.40.1199,QQ.OUT.DERIVADO PERALOGENADO DOS HIDROCARBON.ACICLICOS
2903.40.9900,OUTS.DERIVS.HALOGEN.DOS HIDROCARB.ACICLICOS C>=2HALOGEN
2903.51.0000,"1,2,3,4,5,6-HEXACLOROCICLOEXANO"
2903.59.0100,CLOROCANFENO
2903.59.0200,HEXACLOROEXAIDROENDO-DIMETANONAFTALENO (ALDRIN)
2903.59.0300,HEPTACLOROTETRAIDROMETANOINDENO (HEPTACLORO)
2903.59.0400,HEXACLOROCICLOPENTADIENO
2903.59.0500,PERCLOROPENTACICLODECANO
2903.59.0600,"OCTACLORO-TETRAIDRO-4,7-ENDOMETILENOINDANO"
2903.59.0700,CLORDANE
2903.59.0800,OCTACLORO-TETRAIDRO-FTALOMETANO
2903.59.0900,HEXACLOROEXAIDROENDOENDO-DIMETANONAFTALENO (ISODRIN)
2903.59.9900,OUTS.DERIVS.HALOGEN.DOS HIDROCARB.CICLANICO/CICLENICO/
2903.61.0100,CLOROBENZENO
2903.61.0201,O-DICLOROBENZENO
2903.61.0202,P-DICLOROBENZENO
2903.62.0100,HEXACLOROBENZENO
2903.62.0200,"DDT [1,1,1-TRICLORO-2,2-BIS (P-CLOROFENIL) ETANO]"
2903.69.0100,BROMOESTIRENO
2903.69.0200,CLORETO DE BENZILA
2903.69.0301,P-CLOROTOLUENO
2903.69.0399,"QQ.OUT.CLOROTOLUENO,EXC.P-CLOROTOLUENO"
2903.69.0400,BROMODIFENILMETANO
2903.69.0500,TRICLOROBENZENOS
2903.69.0600,TRIFLUORETO DE P-CLOROBENZENO
2903.69.0700,BROMETO DE BENZILA
2903.69.0800,BENZOTRICLORETO
2903.69.0900,CLORETO DE BENZILIDENO
2903.69.1000,DICLORETO DE IODOBENZENO
2903.69.1100,M-DICLOROBENZENO
2903.69.1201,MONO E DICLORONAFTALENOS
2903.69.1202,TETRACLORONAFTALENO E OCTACLORONAFTALENO
2903.69.1299,QQ.OUT.CLORONAFTALENO
2903.69.1300,DICLODIFENILCLOROETANO
2903.69.1400,DIFENIL (O-CLOROFENIL)-CLOROMETANO
2903.69.1500,FLUORBENZENO
2903.69.1600,BROMETO DE XILILA
2903.69.1700,CLORETO DE XILILA
2903.69.1800,IODETO DE BENZILA (FRAISINITA)
2903.69.1900,BROMOBENZENO (BROMETO FENILICO)
2903.69.9900,OUTS.DERIVS.HALOGENADOS DOS HIDROCARBONETOS AROMATICOS
2904.10.0100,ACIDO BENZENOSSULFONICO
2904.10.0200,ACIDO METANOSSULFONICO
2904.10.0301,NAFTALENOSSULFONATOS DE SODIO
2904.10.0302,ACIDO BETA-NAFTALENOSSULFONICO
2904.10.0399,QQ.OUT.ACIDO NAFTALENOSSULFONICO/SAIS/ESTERES ETILICOS
2904.10.0400,ACIDO TOLUENOSSULFONICO
2904.10.0500,ACIDO XILENOSSULFONICO
2904.10.0600,ACIDO ETANOSSULFONICO
2904.10.0700,ACIDO ETILENOSSULFONICO
2904.10.9900,OUTS.DERIVS.SULFONADOS DOS HIDROCARB.ETILICOS/SAIS/ETC.
2904.20.0100,DINITROBENZENOS
2904.20.0201,O-NITROTOLUENO
2904.20.0202,P-NITROTOLUENO
2904.20.0203,M-NITROTOLUENO
2904.20.0204,DINITROTOLUENOS
2904.20.0205,"TRINITROTOLUENOS (TRILITAS,TNT)"
2904.20.0299,QQ.OUT.NITROTOLUENO
2904.20.0300,NITROBENZENO
2904.20.0400,"5-TERC-BUTIL-2,4,6-TRINITRO-M-XILENO"
2904.20.0700,MONO E DINITROXILENOS
2904.20.0800,NITROETANO
2904.20.0900,DINITROBUTILPARACIMENO
2904.20.1001,TRINITROMETANO
2904.20.1002,TETRANITROMETANO
2904.20.1003,NITROMETANO
2904.20.1099,QQ.OUT.NITROMETANO
2904.20.1100,NITRONAFTALENOS
2904.20.1200,NITROPROPANO
2904.20.1300,TRINITROBENZENO
2904.20.1400,DINITROTETRAIDRONAFTALENO
2904.20.1500,HEXANITRODIFENIL
2904.20.9900,"OUTS.DERIVS.NITRADOS/NITROSADOS,DOS HIDROCARBONETOS"
2904.90.0101,CLORETO DE P-TOLUENOSSULFONILA (CLORETO DE TOSILA)
2904.90.0102,"ACIDO CLOROBENZENO,MONO E DISSULFONICO"
2904.90.0103,ACIDO CLORONAFTALENOSSULFONICO
2904.90.0104,"ACIDO IODOBENZENO,MONO E DISSULFONICO"
2904.90.0105,"ACIDO BROMOBENZENO,MONO E DISSULFONICOS"
2904.90.0106,CLORETO DE BENZENOSSULFONILA
2904.90.0107,CLORETO DE METANOSSULFONILA
2904.90.0199,QQ.OUT.DERIVADO DOS HIDROCARBONETOS SULFO-HALOGENADOS
2904.90.0201,"1-CLORO-2,4-DINITROBENZENO"
2904.90.0202,"2-CLORO-1,3-DINITROBENZENO"
2904.90.0203,PENTACLORONITROBENZENO
2904.90.0204,"3,5-DINITRO-4-CLOROBENZOTRIFLUORETO"
2904.90.0205,"1,2-DICLORO-4-NITROBENZENO"
2904.90.0206,IODOMONONITROMETANO E IODOTRINITROMETANO
2904.90.0207,TRICLORONITROMETANO
2904.90.0208,BROMONITROMETANO E CLORONITROMETANO
2904.90.0209,O-NITROCLOROBENZENO
2904.90.0210,M-NITROCLOROBENZENO
2904.90.0211,P-NITROCLOROBENZENO
2904.90.0212,MONONITROBROMOBENZENOS
2904.90.0213,P-CLORETO DE NITROBENZILA
2904.90.0214,IODETO DE NITROBENZILA
2904.90.0215,TETRACLORODINITROETANO
2904.90.0299,QQ.OUT.DERIVADO DOS HIDROCARBONETOS NITRO-HALOGENADOS
2904.90.0301,ACIDO DINITROESTILBENODISSULFONICO
2904.90.0302,ACIDO MONONITROBENZENOSSULFONICO
2904.90.0303,ACIDO DI E TRINITROBENZENOSSULFONICO
2904.90.0304,ACIDO DI E TRINITROTOLUENOSSULFONICO
2904.90.0305,ACIDO MONONITRONAFTALENOSSULFONICO
2904.90.0399,QQ.OUT.DERIVADO DOS HIDROCARBONETOS NITROSSULFONADOS
2904.90.0401,ACIDO 2-CLORO-5-NITROBENZENOSSULFONICO
2904.90.0499,QQ.OUT.DERIVADO DOS HIDROCARB.NITROSSULFO-HALOGENADOS
2905.11.0000,METANOL (ALCOOL METILICO)
2905.12.0100,PROPAN-1-OL (ALCOOL PROPILICO)
2905.12.0200,PROPAN-2-OL (ALCOOL ISOPROPILICO)
2905.13.0000,BUTAN-1-OL (ALCOOL N-BUTILICO)
2905.14.0100,2-METIL-L-PROPANOL (ALCOOL ISOBUTILICO)
2905.14.0200,2-BUTANOL (ALCOOL SEC-BUTILICO)
2905.14.0300,2-METIL-2-PROPANOL (ALCOOL TERC-BUTILICO)
2905.14.9900,OUTS.BUTANOIS (MONOALCOOIS SATURADOS)
2905.15.0000,PENTANOL (ALCOOL AMILICO) E SEUS ISOMEROS
2905.16.0100,1-OCTANOL (ALCOOL OCTILICO)
2905.16.9900,ISOMETROS DO OCTANOL (ALCOOL ETILICO)
2905.17.0100,DODECAN-1-OL (ALCOOL LAURILICO)
2905.17.0200,HEXADECAN-1-OL (ALCOOL CETILICO)
2905.17.0300,OCTADECAN-1-OL (ALCOOL ESTEARICO)
2905.19.0100,1-DECANOL (ALCOOL DECILICO)
2905.19.0200,4-METIL-2-PENTANOL (METIL ISOBUTILCARBINOL)
2905.19.0301,TERBUTOXIDO DE POTASSIO
2905.19.0399,"QQ.OUT.ALCOOLATO METALICO,EXC.TERBUTOXIDO DE POTASSIO"
2905.19.0400,ALCOOL CERILICO
2905.19.0500,ALCOOL MIRICILICO
2905.19.9900,OUTS.MONOALCOOIS SATURADOS
2905.21.0000,ALCOOL ALILICO
2905.22.0100,CITRONELOL E SEUS ISOMETOS
2905.22.0200,LINALOL
2905.22.0300,GERANIOL
2905.22.0400,NEROL
2905.22.9900,"OUTS.ALCOOIS TERPENICOS ACICLICOS,N/SATURADOS"
2905.29.0100,ALCOOL ETILPROPILALILICO
2905.29.0200,ALCOOL OLEICO (MONOALCOOL NAO SATURADO)
2905.29.9900,"OUTS.MONOALCOOIS ACICLICOS,NAO SATURADOS"
2905.31.0000,ETILENOGLICOL (ETANODIOL)
2905.32.0100,PROPILENOGLICOL EM GRAU INDUSTRIAL/FARMACEUTICO
2905.32.9900,PROPILENOGLICOL EXC.GRAU INDUSTRIAL/FARMACEUTICO
2905.39.0100,"HEXILENOGLICOL (2-METIL-2,4-PENTANODIOL)"
2905.39.0200,PINACOL
2905.39.0300,TRIMETILENOGLICOL
2905.39.0400,HEXAMETILENOGLICOL
2905.39.0500,"1,3-BUTILENOGLICOL"
2905.39.9900,OUTS.DIOIS
2905.41.0000,"2-ETIL-2-(HIDROXIMETIL) PROPANO-1,3-DIOL"
2905.42.0000,PENTAERITRITOL (PENTAERITRITA)
2905.43.0000,MANITOL
2905.44.0000,D-GLUCITOL (SORBITOL)
2905.49.0100,HEXANOTRIOL
2905.49.0200,PENTANOTRIOL
2905.49.0300,DULCITOL
2905.49.0400,ERITRITOL
2905.49.9900,OUTS.POLIALCOOIS
2905.50.0100,ETILENO CLORIDRINA (2-CLOROETANOL)
2905.50.0200,BUSSULFANO
2905.50.0300,HEXANITROMANITOL
2905.50.0400,HIDRATO DE CLORAL
2905.50.0500,TRIBROMOETANOL
2905.50.0600,TRICLOROBUTANOL
2905.50.0700,CLORIDRINA E DICLORIDRINA DE GLICEROL
2905.50.0800,HIDRATO DE BUTILCLORAL
2905.50.0900,ETCLORVINOL (1-CLORO-3 ETILPENT-1-EN-4-IN-3-OL)
2905.50.9900,OUTS.DERIVADOS HALOGENADOS/ETC.DOS ALCOOIS ACICLICOS
2906.11.0100,MENTOL SINTETICO
2906.11.9900,MENTOL EXCETO O SINTETICO
2906.12.0000,"CICLOEXANOL,METILCICLOEXANOIS E DIMETILCICLOEXANOIS"
2906.13.0100,INOSITOL
2906.13.0200,COLESTEROL
2906.13.9900,OUTS.ESTEROIS
2906.14.0000,TERPINEOIS
2906.19.0100,CEDRENOL
2906.19.0200,BORNEOL E ISOBORNEOL
2906.19.0300,SANTALOL
2906.19.0500,TERPINA E HIDRATO DE TERPINA
2906.19.0600,ALCOOL FENCHILICO
2906.19.0700,3-(ISOCANFIL-5)-CICLOEXAN-1-OL
2906.19.9900,"OUTS.ALCOOIS CICLANICOS,CICLENICOS OU CICLOTERPENICOS"
2906.21.0000,ALCOOL BENZILICO
2906.29.0100,ALCOOL CINAMICO
2906.29.0200,ALCOOL FENILETILICO (2-FENIL-ETANOL)
2906.29.0300,"DICOFOL (1,1-DI-(4-CLOROFENIL)-2,2,2-TRICLOROETANOL)"
2906.29.0400,BENZOIDROL
2906.29.0500,ALCOOL FENILPROPILICO
2906.29.0600,TRIFENILCARBINOL
2906.29.0700,ALCOOL DIMETILBENZILICO
2906.29.0800,"ALCOOL 3,5-DICLOROBENZILICO"
2906.29.9900,"OUTS.ALCOOIS CICLICOS,AROMATICOS"
2907.11.0000,FENOL (HIDROXIBENZENO) E SEUS SAIS
2907.12.0100,CRESILATO DE AMONIO
