cest_code,cest_item,cest_name,cest_segment
10.013.00,13.0,"Banheiras, boxes para chuveiros, pias, lavatórios, bidês, sanitários e seus assentos e tampas, caixas de descarga e artigos semelhantes para usos sanitários ou higiênicos, de plásticos",Materiais de construção e congêneres
10.014.00,14.0,"Artefatos de higiene/toucador de plástico, para uso na construção",Materiais de construção e congêneres
10.015.00,15.0,"Caixa d’água, inclusive sua tampa, de plástico, mesmo reforçadas com fibra de vidro",Materiais de construção e congêneres
10.016.00,16.0,"Outras telhas, cumeeira e caixa d’água, inclusive sua tampa, de plástico, mesmo reforçadas com fibra de vidro",Materiais de construção e congêneres
10.017.00,17.0,"Artefatos para apetrechamento de construções, de plásticos, não especificados nem compreendidos em outras posições, incluindo persianas, sancas, molduras, apliques e rosetas, caixilhos de polietileno e outros plásticos, exceto os descritos nos CEST 10.015.00 e 10.016.00",Materiais de construção e congêneres
10.018.00,18.0,"Portas, janelas e seus caixilhos, alizares e soleiras",Materiais de construção e congêneres
10.019.00,19.0,"Postigos, estores (incluídas as venezianas) e artefatos semelhantes e suas partes",Materiais de construção e congêneres
10.020.00,20.0,"Outras obras de plástico, para uso na construção",Materiais de construção e congêneres
10.021.00,21.0,Papel de parede e revestimentos de parede semelhantes; papel para vitrais,Materiais de construção e congêneres
10.022.00,22.0,Telhas de concreto,Materiais de construção e congêneres
10.023.00,23.0,"Telha, cumeeira e caixa d’água, inclusive sua tampa, de fibrocimento, cimento-celulose",Materiais de construção e congêneres
10.024.00,24.0.,"Caixas d’água, tanques e reservatórios e suas tampas, telhas, calhas, cumeeiras e afins, de fibrocimento, cimento-celulose ou semelhantes, contendo ou não amianto, exceto os descritos no CEST 10.023.00",Materiais de construção e congêneres
10.025.00,25.0,"Tijolos, placas (lajes), ladrilhos e outras peças cerâmicas de farinhas siliciosas fósseis (“kieselghur”, tripolita, diatomita, por exemplo) ou de terras siliciosas semelhantes",Materiais de construção e congêneres
10.026.00,26.0,"Tijolos, placas (lajes), ladrilhos e peças cerâmicas semelhantes, para uso na construção, refratários, que não sejam de farinhas siliciosas fósseis nem de terras siliciosas semelhantes",Materiais de construção e congêneres
10.027.00,27.0,"Tijolos para construção, tijoleiras, tapa-vigas e produtos semelhantes, de cerâmica",Materiais de construção e congêneres
10.028.00,28.0,"Telhas, elementos de chaminés, condutores de fumaça, ornamentos arquitetônicos, de cerâmica, e outros produtos cerâmicos para uso na construção",Materiais de construção e congêneres
10.029.00,29.0,"Tubos, calhas ou algerozes e acessórios para canalizações, de cerâmica",Materiais de construção e congêneres
10.030.00,30.0,"Ladrilhos e placas de cerâmica, exclusivamente para pavimentação ou revestimento",Materiais de construção e congêneres
10.030.01,30.1.,"Cubos, pastilhas e artigos semelhantes de cerâmica, mesmo com suporte, exceto os descritos CEST 10.030.00",Materiais de construção e congêneres
10.031.00,31.0,"Pias, lavatórios, colunas para lavatórios, banheiras, bidês, sanitários, caixas de descarga, mictórios e aparelhos fixos semelhantes para usos sanitários, de cerâmica",Materiais de construção e congêneres
10.032.00,32.0,Artefatos de higiene/toucador de cerâmica,Materiais de construção e congêneres
10.033.00,33.0,"Vidro vazado ou laminado, em chapas, folhas ou perfis, mesmo com camada absorvente, refletora ou não, mas sem qualquer outro trabalho",Materiais de construção e congêneres
10.034.00,34.0,"Vidro estirado ou soprado, em folhas, mesmo com camada absorvente, refletora ou não, mas sem qualquer outro trabalho",Materiais de construção e congêneres
10.035.00,35.0,"Vidro flotado e vidro desbastado ou polido em uma ou em ambas as faces, em chapas ou em folhas, mesmo com camada absorvente, refletora ou não, mas sem qualquer outro trabalho",Materiais de construção e congêneres
10.036.00,36.0,Vidros temperados,Materiais de construção e congêneres
10.037.00,37.0,Vidros laminados,Materiais de construção e congêneres
10.038.00,38.0,Vidros isolantes de paredes múltiplas,Materiais de construção e congêneres
10.039.00,39.0,"Blocos, placas, tijolos, ladrilhos, telhas e outros artefatos, de vidro prensado ou moldado, mesmo armado, para uso na construção; cubos, pastilhas e outros artigos semelhantes",Materiais de construção e congêneres
10.040.00,40.0,"Barras próprias para construções, exceto vergalhões",Materiais de construção e congêneres
10.041.00,41.0,"Outras barras próprias para construções, exceto vergalhões",Materiais de construção e congêneres
10.042.00,42.0,Vergalhões,Materiais de construção e congêneres
10.043.00,43.0,Outros vergalhões,Materiais de construção e congêneres
10.044.00,44.0,"Fios de ferro ou aço não ligados, não revestidos, mesmo polidos; cordas, cabos, tranças (entrançados), lingas e artefatos semelhantes, de ferro ou aço, não isolados para usos elétricos",Materiais de construção e congêneres
10.045.00,45.0,"Outros fios de ferro ou aço, não ligados, galvanizados com teor de carbono superior ou igual a 0,6%, em peso",Materiais de construção e congêneres
10.045.01,45.1,"Outros fios de ferro ou aço, não ligados, galvanizados",Materiais de construção e congêneres
10.046.00,46.0,"Acessórios para tubos (inclusive uniões, cotovelos, luvas ou mangas), de ferro fundido, ferro ou aço",Materiais de construção e congêneres
10.047.00,47.0,"Portas e janelas, e seus caixilhos, alizares e soleiras de ferro fundido, ferro ou aço",Materiais de construção e congêneres
10.048.00,48.0,"Material para andaimes, para armações (cofragens) e para escoramentos, (inclusive armações prontas, para estruturas de concreto armado ou argamassa armada), eletrocalhas e perfilados de ferro fundido, ferro ou aço, próprios para construção, exceto treliças de aço",Materiais de construção e congêneres
10.049.00,49.0,Treliças de aço,Materiais de construção e congêneres
10.050.00,50.0,Telhas metálicas,Materiais de construção e congêneres
10.051.00,51.0,"Caixas diversas (tais como caixa de correio, de entrada de água, de energia, de instalação) de ferro fundido, ferro ou aço; próprias para a construção",Materiais de construção e congêneres
10.052.00,52.0,"Arame farpado, de ferro ou aço, arames ou tiras, retorcidos, mesmo farpados, de ferro ou aço, dos tipos utilizados em cercas",Materiais de construção e congêneres
10.053.00,53.0,"Telas metálicas, grades e redes, de fios de ferro ou aço",Materiais de construção e congêneres
10.054.00,54.0,"Correntes de rolos, de ferro fundido, ferro ou aço",Materiais de construção e congêneres
10.055.00,55.0,"Outras correntes de elos articulados, de ferro fundido, ferro ou aço",Materiais de construção e congêneres
10.056.00,56.0,"Correntes de elos soldados, de ferro fundido, de ferro ou aço",Materiais de construção e congêneres
10.057.00,57.0,"Tachas, pregos, percevejos, escápulas, grampos ondulados ou biselados e artefatos semelhantes, de ferro fundido, ferro ou aço, mesmo com a cabeça de outra matéria, exceto cobre",Materiais de construção e congêneres
10.058.00,58.0,"Parafusos, pinos ou pernos, roscados, porcas, tira-fundos, ganchos roscados, rebites, chavetas, cavilhas, contrapinos, arruelas (incluídas as de pressão) e artefatos semelhantes, de ferro fundido, ferro ou aço",Materiais de construção e congêneres
10.059.00,59.0,"Palha de ferro ou aço, exceto os de uso doméstico classificados na posição NCM 7323.10.00",Materiais de construção e congêneres
10.059.01,59.1,"Esponjas, esfregões, luvas e artefatos semelhantes para limpeza, polimento e usos semelhantes, de ferro ou aço, exceto os de uso doméstico classificados na posição NCM 7323.10.00",Materiais de construção e congêneres
10.060.00,60.0,"Artefatos de higiene ou de toucador, e suas partes, de ferro fundido, ferro ou aço, incluídas as pias, banheiras, lavatórios, cubas, mictórios, tanques e afins de ferro fundido, ferro ou aço, para uso na construção",Materiais de construção e congêneres
10.061.00,61.0,"Outras obras moldadas, de ferro fundido, ferro ou aço, para uso na construção",Materiais de construção e congêneres
10.062.00,62.0,Abraçadeiras,Materiais de construção e congêneres
10.063.00,63.0,Barras de cobre,Materiais de construção e congêneres
10.064.00,64.0,"Tubos de cobre e suas ligas, para instalações de água quente e gás, para uso na construção",Materiais de construção e congêneres
10.065.00,65.0,"Acessórios para tubos (por exemplo, uniões, cotovelos, luvas ou mangas) de cobre e suas ligas, para uso na construção",Materiais de construção e congêneres
10.066.00,66.0,"Tachas, pregos, percevejos, escápulas e artefatos semelhantes, de cobre, ou de ferro ou aço com cabeça de cobre, parafusos, pinos ou pernos, roscados, porcas, ganchos roscados, rebites, chavetas, cavilhas, contrapinos, arruelas (incluídas as de pressão), e artefatos semelhantes, de cobre",Materiais de construção e congêneres
10.067.00,67.0,"Artefatos de higiene/toucador de cobre, para uso na construção",Materiais de construção e congêneres
10.068.00,68.0,Manta de subcobertura aluminizada,Materiais de construção e congêneres
10.069.00,69.0,"Tubos de alumínio e suas ligas, para refrigeração e ar condicionado, para uso na construção",Materiais de construção e congêneres
10.070.00,70.0,"Acessórios para tubos (por exemplo, uniões, cotovelos, luvas ou mangas), de alumínio, para uso na construção",Materiais de construção e congêneres
10.071.00,71.0,"Construções e suas partes (por exemplo, pontes e elementos de pontes, torres, pórticos ou pilones, pilares, colunas, armações, estruturas para telhados, portas e janelas, e seus caixilhos, alizares e soleiras, balaustradas), de alumínio, exceto as construções pré-fabricadas da posição 9406; chapas, barras, perfis, tubos e semelhantes, de alumínio, próprios para construções",Materiais de construção e congêneres
10.072.00,72.0,"Artefatos de higiene/toucador de alumínio, para uso na construção",Materiais de construção e congêneres
10.073.00,73.0,"Outras obras de alumínio, próprias para construções, incluídas as persianas",Materiais de construção e congêneres
10.074.00,74.0,"Outras guarnições, ferragens e artigos semelhantes de metais comuns, para construções, inclusive puxadores.",Materiais de construção e congêneres
10.075.00,75.0,"Fechaduras e ferrolhos (de chave, de segredo ou elétricos), de metais comuns, incluídas as suas partes fechos e armações com fecho, com fechadura, de metais comuns chaves para estes artigos, de metais comuns; exceto os de uso automotivo",Materiais de construção e congêneres
10.076.00,76.0,"Dobradiças de metais comuns, de qualquer tipo",Materiais de construção e congêneres
10.077.00,77.0,"Tubos flexíveis de metais comuns, mesmo com acessórios, para uso na construção",Materiais de construção e congêneres
10.078.00,78.0,"Fios, varetas, tubos, chapas, eletrodos e artefatos semelhantes, de metais comuns ou de carbonetos metálicos, revestidos exterior ou interiormente de decapantes ou de fundentes, para soldagem (soldadura) ou depósito de metal ou de carbonetos metálicos fios e varetas de pós de metais comuns aglomerados, para metalização por projeção",Materiais de construção e congêneres
10.079.00,79.0,"Torneiras, válvulas (incluídas as redutoras de pressão e as termostáticas) e dispositivos semelhantes, para canalizações, caldeiras, reservatórios, cubas e outros recipientes",Materiais de construção e congêneres
10.080.00,80.0,"Espelhos de vidro, mesmo emoldurados, exceto os de uso automotivo",Materiais de construção e congêneres
11.001.00,1.0,"Água sanitária, branqueador e outros alvejantes",Materiais de limpeza
11.002.00,2.0,"Sabões em pó, flocos, palhetas, grânulos ou outras formas semelhantes, para lavar roupas",Materiais de limpeza
11.003.00,3.0,Sabões líquidos para lavar roupas,Materiais de limpeza
11.004.00,4.0,"Detergentes em pó, flocos, palhetas, grânulos ou outras formas semelhantes",Materiais de limpeza
11.005.00,5.0,"Detergentes líquidos, exceto para lavar roupa",Materiais de limpeza
11.006.00,6.0,Detergente líquido para lavar roupa,Materiais de limpeza
11.007.00,7.0,"Outros agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluídas as preparações auxiliares para lavagem) e preparações para limpeza (inclusive multiuso e limpadores), mesmo contendo sabão, exceto os produtos descritos nos CEST 11.001.00, 11.004.00, 11.005.00 e 11.006.00; em embalagem de conteúdo inferior ou igual a 50 litros ou 50 kg",Materiais de limpeza
11.008.00,8.0,Amaciante/suavizante,Materiais de limpeza
11.009.00,9.0,Esponjas para limpeza,Materiais de limpeza
11.010.00,10.0,Álcool etílico para limpeza,Materiais de limpeza
11.011.00,11.0,"Esponjas e palhas de aço; esponjas para limpeza, polimento ou uso semelhantes; todas de uso doméstico",Materiais de limpeza
11.012.00,12.0,Sacos de lixo de conteúdo igual ou inferior a 100 litros,Materiais de limpeza
12.001.00,1.0,"Transformadores, bobinas de reatância e de auto indução, inclusive os transformadores de potência superior a 16 KVA, classificados nas posições 8504.33.00 e 8504.34.00; exceto os demais transformadores da subposição 8504.3, os reatores para lâmpadas elétricas de descarga classificados no código 8504.10.00, os carregadores de acumuladores do código 8504.40.10, os equipamentos de alimentação ininterrupta de energia (UPS ou “no break”), no código 8504.40.40 e os de uso automotivo",Materiais elétricos
12.002.00,2.0,"Aquecedores elétricos de água, incluídos os de imersão, chuveiros ou duchas elétricos, torneiras elétricas, resistências de aquecimento, inclusive as de duchas e chuveiros elétricos e suas partes; exceto outros fornos, fogareiros (incluídas as chapas de cocção), grelhas e assadeiras, classificados na posição 8516.60.00",Materiais elétricos
12.003.00,3.0,"Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, corta-circuitos, para-raios, limitadores de tensão, eliminadores de onda, tomadas de corrente e outros conectores, caixas de junção), para tensão superior a 1.000V, exceto os de uso automotivo",Materiais elétricos
12.004.00,4.0,"Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, relés, corta-circuitos, eliminadores de onda, plugues e tomadas de corrente, suportes para lâmpadas e outros conectores, caixas de junção), para uma tensão não superior a 1.000V; conectores para fibras ópticas, feixes ou cabos de fibras ópticas; exceto “starter” classificado na subposição 8536.50 e os de uso automotivo",Materiais elétricos
12.005.00,5.0,Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8535 e 8536,Materiais elétricos
12.006.00,6.0,"Cabos, tranças e semelhantes, de cobre, não isolados para usos elétricos, exceto os de uso automotivo",Materiais elétricos
12.007.00,7.0,"Fios, cabos (incluídos os cabos coaxiais) e outros condutores, isolados ou não, para usos elétricos (incluídos os de cobre ou alumínio, envernizados ou oxidados anodicamente), mesmo com peças de conexão, inclusive fios e cabos elétricos, para tensão não superior a 1000V, para uso na construção; fios e cabos telefônicos e para transmissão de dados; cabos de fibras ópticas, constituídos de fibras embainhadas individualmente, mesmo com condutores elétricos ou munidos de peças de conexão; cordas, cabos, tranças e semelhantes, de alumínio, não isolados para uso elétricos; exceto os de uso automotivo",Materiais elétricos
12.008.00,8.0,"Isoladores de qualquer matéria, para usos elétricos",Materiais elétricos
12.009.00,9.0,"Peças isolantes inteiramente de matérias isolantes, ou com simples peças metálicas de montagem (suportes roscados, por exemplo) incorporadas na massa, para máquinas, aparelhos e instalações elétricas; tubos isoladores e suas peças de ligação, de metais comuns, isolados interiormente",Materiais elétricos
13.001.00,1.0,"Medicamentos de referência - positiva, exceto para uso veterinário",Medicamentos de uso humano e outros produtos farmacêuticos para uso humano ou veterinário
13.001.01,1.1,"Medicamentos de referência - negativa, exceto para uso veterinário",Medicamentos de uso humano e outros produtos farmacêuticos para uso humano ou veterinário
13.001.02,1.2,"Medicamentos de referência - neutra, exceto para uso veterinário",Medicamentos de uso humano e outros produtos farmacêuticos para uso humano ou veterinário
13.002.00,2.0,"Medicamentos genérico - positiva, exceto para uso veterinário",Medicamentos de uso humano e outros produtos farmacêuticos para uso humano ou veterinário
13.002.01,2.1,"Medicamentos genérico - negativa, exceto para uso veterinário",Medicamentos de uso humano e outros produtos farmacêuticos para uso humano ou veterinário
13.002.02,2.2,"Medicamentos genérico - neutra, exceto para uso veterinário",Medicamentos de uso humano e outros produtos farmacêuticos para uso humano ou veterinário
13.003.00,3.0,"Medicamentos similar - positiva, exceto para uso veterinário",Medicamentos de uso humano e outros produtos farmacêuticos para uso humano ou veterinário
13.003.01,3.1,"Medicamentos similar - negativa, exceto para uso veterinário",Medicamentos de uso humano e outros produtos farmacêuticos para uso humano ou veterinário
13.003.02,3.2,"Medicamentos similar - neutra, exceto para uso veterinário",Medicamentos de uso humano e outros produtos farmacêuticos para uso humano ou veterinário
13.004.00,4.0,"Outros tipos de medicamentos - positiva, exceto para uso veterinário",Medicamentos de uso humano e outros produtos farmacêuticos para uso humano ou veterinário
13.004.01,4.1,"Outros tipos de medicamentos - negativa, exceto para uso veterinário",Medicamentos de uso humano e outros produtos farmacêuticos para uso humano ou veterinário
13.004.02,4.2,"Outros tipos de medicamentos - neutra, exceto para uso veterinário",Medicamentos de uso humano e outros produtos farmacêuticos para uso humano ou veterinário
13.005.00,5.0,"Preparações químicas contraceptivas à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas - positiva",Medicamentos de uso humano e outros produtos farmacêuticos para uso humano ou veterinário
13.005.01,5.1,"Preparações químicas contraceptivas à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas - negativa",Medicamentos de uso humano e outros produtos farmacêuticos para uso humano ou veterinário
13.006.00,6.0,"Provitaminas e vitaminas, naturais ou reproduzidas por síntese (incluídos os concentrados naturais), bem como os seus derivados utilizados principalmente como vitaminas, misturados ou não entre si, mesmo em quaisquer soluções - neutra",Medicamentos de uso humano e outros produtos farmacêuticos para uso humano ou veterinário
13.007.00,7.0,Preparações opacificantes (contrastantes) para exames radiográficos e reagentes de diagnóstico concebidos para serem administrados ao paciente - positiva,Medicamentos de uso humano e outros produtos farmacêuticos para uso humano ou veterinário
13.007.01,7.1,Preparações opacificantes (contrastantes) para exames radiográficos e reagentes de diagnóstico concebidos para serem administrados ao paciente - negativa,Medicamentos de uso humano e outros produtos farmacêuticos para uso humano ou veterinário
13.008.00,8.0,"Antissoro, outras frações do sangue, produtos imunológicos modificados, mesmo obtidos por via biotecnológica, exceto para uso veterinário - positiva",Medicamentos de uso humano e outros produtos farmacêuticos para uso humano ou veterinário
13.008.01,8.1,"Antissoro, outras frações do sangue, produtos imunológicos modificados, mesmo obtidos por via biotecnológica, exceto para uso veterinário - negativa",Medicamentos de uso humano e outros produtos farmacêuticos para uso humano ou veterinário
13.009.00,9.0,"Vacinas e produtos semelhantes, exceto para uso veterinário - positiva;",Medicamentos de uso humano e outros produtos farmacêuticos para uso humano ou veterinário
13.009.01,9.1,"Vacinas e produtos semelhantes, exceto para uso veterinário - negativa;",Medicamentos de uso humano e outros produtos farmacêuticos para uso humano ou veterinário
13.010.00,10.0,"Curativos (pensos) adesivos e outros artigos com uma camada adesiva, impregnados ou recobertos de substâncias farmacêuticas - Lista Positiva",Medicamentos de uso humano e outros produtos farmacêuticos para uso humano ou veterinário
13.010.01,10.1,"Curativos (pensos) adesivos e outros artigos com uma camada adesiva, impregnados ou recobertos de substâncias farmacêuticas - Lista Negativa",Medicamentos de uso humano e outros produtos farmacêuticos para uso humano ou veterinário
13.011.00,11.0,"Algodão, atadura, esparadrapo, gazes, pensos, sinapismos, e outros, acondicionados para venda a retalho para usos medicinais, cirúrgicos ou dentários, não impregnados ou recobertos de substâncias farmacêuticas - Lista Neutra",Medicamentos de uso humano e outros produtos farmacêuticos para uso humano ou veterinário
13.012.00,12.0,Luvas cirúrgicas e luvas de procedimento - neutra,Medicamentos de uso humano e outros produtos farmacêuticos para uso humano ou veterinário
13.013.00,13.0,Preservativo – neutra,Medicamentos de uso humano e outros produtos farmacêuticos para uso humano ou veterinário
13.014.00,14.0,"Seringas, mesmo com agulhas - neutra",Medicamentos de uso humano e outros produtos farmacêuticos para uso humano ou veterinário
13.015.00,15.0,Agulhas para seringas - neutra,Medicamentos de uso humano e outros produtos farmacêuticos para uso humano ou veterinário
13.016.00,16.0,Contraceptivos (dispositivos intrauterinos - DIU) - neutra,Medicamentos de uso humano e outros produtos farmacêuticos para uso humano ou veterinário
14.001.00,1.0,Objetos de vidro para serviço de mesa ou de cozinha,"Papéis, plásticos, produtos cerâmicos e vidros"
14.002.00,2.0,"Outros copos, exceto de vitrocerâmica","Papéis, plásticos, produtos cerâmicos e vidros"
14.003.00,3.0,"Objetos para serviço de mesa (exceto copos) ou de cozinha, exceto de vitrocerâmica","Papéis, plásticos, produtos cerâmicos e vidros"
14.004.00,4.0,"Lonas plásticas, exceto as para uso na construção","Papéis, plásticos, produtos cerâmicos e vidros"
14.005.00,5.0,"Artefatos de higiene/toucador de plástico, exceto os para uso na construção","Papéis, plásticos, produtos cerâmicos e vidros"
14.006.00,6.0,"Serviços de mesa e outros utensílios de mesa ou de cozinha, de plástico, não descartáveis","Papéis, plásticos, produtos cerâmicos e vidros"
14.006.01,6.1,"Serviços de mesa e outros utensílios de mesa ou de cozinha, de plástico, descartáveis","Papéis, plásticos, produtos cerâmicos e vidros"
14.007.00,7.0,"Artigos para serviço de mesa ou de cozinha, de porcelana, inclusive os descartáveis – estojos","Papéis, plásticos, produtos cerâmicos e vidros"
14.008.00,8.0,"Artigos para serviço de mesa ou de cozinha, de porcelana, inclusive os descartáveis – avulsos","Papéis, plásticos, produtos cerâmicos e vidros"
14.009.00,9.0,"Artigos para serviço de mesa ou de cozinha, de cerâmica","Papéis, plásticos, produtos cerâmicos e vidros"
14.010.00,10.0,Velas para filtros,"Papéis, plásticos, produtos cerâmicos e vidros"
14.011.00,11.0,Filtros descartáveis para coar café ou chá,"Papéis, plásticos, produtos cerâmicos e vidros"
14.012.00,12.0,"Bandejas, travessas, pratos, xícaras ou chávenas, taças, copos e artigos semelhantes, de papel ou cartão","Papéis, plásticos, produtos cerâmicos e vidros"
14.013.00,13.0,Papel para cigarro,"Papéis, plásticos, produtos cerâmicos e vidros"
16.001.00,1.0,"Pneus novos, dos tipos utilizados em automóveis de passageiros (incluídos os veículos de uso misto - camionetas e os automóveis de corrida)","Pneumáticos, câmaras de ar e protetores de borracha"
16.002.00,2.0,"Pneus novos, dos tipos utilizados em caminhões (inclusive para os fora-de-estrada), ônibus, aviões, máquinas de terraplenagem, de construção e conservação de estradas, máquinas e tratores agrícolas, pá-carregadeira","Pneumáticos, câmaras de ar e protetores de borracha"
16.003.00,3.0,Pneus novos para motocicletas,"Pneumáticos, câmaras de ar e protetores de borracha"
16.004.00,4.0,"Outros tipos de pneus novos, exceto os itens classificados no CEST 16.005.00","Pneumáticos, câmaras de ar e protetores de borracha"
16.005.00,5.0,Pneus novos de borracha dos tipos utilizados em bicicletas,"Pneumáticos, câmaras de ar e protetores de borracha"
16.006.00,6.0,Pneus recauchutados,"Pneumáticos, câmaras de ar e protetores de borracha"
16.007.00,7.0,"Protetores de borracha, exceto os itens classificados no CEST 16.007.01","Pneumáticos, câmaras de ar e protetores de borracha"
16.007.01,7.1,Protetores de borracha para bicicletas,"Pneumáticos, câmaras de ar e protetores de borracha"
16.008.00,8.0,"Câmaras de ar de borracha, exceto os itens classificados no CEST 16.009.00","Pneumáticos, câmaras de ar e protetores de borracha"
16.009.00,9.0,Câmaras de ar de borracha dos tipos utilizados em bicicletas,"Pneumáticos, câmaras de ar e protetores de borracha"
17.001.00,1.0,"Chocolate branco, em embalagens de conteúdo inferior ou igual a 1 kg, excluídos os ovos de páscoa de chocolate.",Produtos alimentícios
17.002.00,2.0,"Chocolates contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg",Produtos alimentícios
17.003.00,3.0,"Chocolate em barras, tabletes ou blocos ou no estado líquido, em pasta, em pó, grânulos ou formas semelhantes, em recipientes ou embalagens imediatas de conteúdo inferior ou igual a 2 kg",Produtos alimentícios
17.004.00,4.0,"Chocolates e outras preparações alimentícias contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg, excluídos os achocolatados em pó e ovos de páscoa de chocolate.",Produtos alimentícios
17.005.00,5.0,Ovos de páscoa de chocolate branco,Produtos alimentícios
17.005.01,5.1,Ovos de páscoa de chocolate,Produtos alimentícios
17.006.00,6.0,"Achocolatados em pó, em embalagens de conteúdo inferior ou igual a 1 kg, exceto os classificados no CEST 17.006.02",Produtos alimentícios
17.006.01,6.1,"Cacau em pó, com adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1kg",Produtos alimentícios
17.006.02,6.2,"Achocolatados em pó, em cápsulas",Produtos alimentícios
17.007.00,7.0,"Caixas de bombons contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg",Produtos alimentícios
17.008.00,8.0,"Bombons, inclusive à base de chocolate branco sem cacau",Produtos alimentícios
17.009.00,9.0,"Bombons, balas, caramelos, confeitos, pastilhas e outros produtos de confeitaria, contendo cacau",Produtos alimentícios
17.010.00,10.0,Sucos de frutas ou de produtos hortícolas; mistura de sucos,Produtos alimentícios
17.011.00,11.0,Água de coco,Produtos alimentícios
17.012.00,12.0,"Leite em pó, blocos ou grânulos, exceto creme de leite",Produtos alimentícios
17.013.00,13.0,Farinha láctea,Produtos alimentícios
17.014.00,14.0,Leite modificado para alimentação de crianças,Produtos alimentícios
17.015.00,15.0,"Preparações para alimentação infantil à base de farinhas, grumos, sêmolas ou amidos e outros",Produtos alimentícios
17.016.00,16.0,"Leite “longa vida” (UHT - “Ultra High Temperature”), em recipiente de conteúdo inferior ou igual a 2 litros",Produtos alimentícios
17.016.01,16.1,"Leite “longa vida” (UHT - “Ultra High Temperature”), em recipiente de conteúdo superior a 2 litros e inferior ou igual a 5 litros",Produtos alimentícios
17.017.00,17.0,Leite em recipiente de conteúdo inferior ou igual a 1 litro,Produtos alimentícios
17.017.01,17.1,Leite em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros,Produtos alimentícios
17.018.00,18.0,Leite do tipo pasteurizado em recipiente de conteúdo inferior ou igual a 1 litro,Produtos alimentícios
17.018.01,18.1,Leite do tipo pasteurizado em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros,Produtos alimentícios
17.019.00,19.0,"Creme de leite, em recipiente de conteúdo inferior ou igual a 1 kg",Produtos alimentícios
17.019.01,19.1,"Creme de leite, em recipiente de conteúdo superior a 1 kg",Produtos alimentícios
17.019.02,19.2,"Outros cremes de leite, em recipiente de conteúdo inferior ou igual a 1kg",Produtos alimentícios
17.020.00,20.0,"Leite condensado, em recipiente de conteúdo inferior ou igual a 1 kg",Produtos alimentícios
17.020.01,20.1,"Leite condensado, em recipiente de conteúdo superior a 1 kg",Produtos alimentícios
17.021.00,21.0,Iogurte e leite fermentado em recipiente de conteúdo inferior ou igual a 2 litros,Produtos alimentícios
17.021.01,21.1,Iogurte e leite fermentado em recipiente de conteúdo superior a 2 litros,Produtos alimentícios
17.022.00,22.0,Coalhada,Produtos alimentícios
17.023.00,23.0,"Requeijão e similares, em recipiente de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g",Produtos alimentícios
17.023.01,23.1,"Requeijão e similares, em recipiente de conteúdo superior a 1 kg",Produtos alimentícios
17.024.00,24.0,"Queijos, exceto os dos CEST 17.024.01, 17.024.02, 17.024.03 e 17.024.04",Produtos alimentícios
17.024.01,24.1,Queijo muçarela,Produtos alimentícios
17.024.02,24.2,Queijo minas frescal,Produtos alimentícios
17.024.03,24.3,Queijo ricota,Produtos alimentícios
17.024.04,24.4,Queijo petit suisse,Produtos alimentícios
17.025.00,25.0,"Manteiga, em embalagem de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g",Produtos alimentícios
17.025.01,25.1,"Manteiga, em embalagem de conteúdo superior a 1 kg",Produtos alimentícios
17.025.02,25.2,Manteiga de garrafa,Produtos alimentícios
17.026.00,26.0,"Margarina e creme vegetal em recipiente de conteúdo inferior ou igual a 500 g, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g",Produtos alimentícios
17.027.00,27.0,"Margarina e creme vegetal, em recipiente de conteúdo superior a 500 g e inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g",Produtos alimentícios
17.027.01,27.1,"Margarina e creme vegetal, em recipiente de conteúdo superior a 1 kg",Produtos alimentícios
17.027.02,27.2,"Outras margarinas e cremes vegetais em recipiente de conteúdo inferior a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g",Produtos alimentícios
17.028.00,28.0,"Gorduras e óleos vegetais e respectivas frações, parcial ou totalmente hidrogenados, interesterificados, reesterificados ou elaidinizados, mesmo refinados, mas não preparados de outro modo, em recipiente de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g",Produtos alimentícios
